ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Social group type,Land area size,Category of holdings,Net area sown,Area under current fallows,Net area cultivated,Uncultivated area 
12042,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,,,,
12043,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,,,,
12044,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,,,,
12045,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,,,,
12046,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,,,,
12047,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,,,,
12048,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,,,,
12049,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,,,,
12050,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,,,,
12051,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,,,,
12052,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,,,,
12053,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,,,,
12054,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,,,,
12055,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,,,,
12056,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,,,,
12057,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,,,,
12058,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,,,,
12059,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,,,,
12060,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,,,,
12061,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,,,,
12062,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,,,,
12063,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,,,,
12064,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,,,,
12065,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,,,,
12066,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,,,,
12067,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,,,,
12068,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,,,,
12069,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,,,,
12070,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,,,,
12071,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,,,,
12072,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,,,,
12073,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,,,,
12074,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,,,,
12075,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,,,,
12076,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,,,,
12077,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,,,,
12078,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,,,,
12079,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,,,,
12080,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,,,,
12081,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,,,,
12082,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,,,,
12083,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,,,,
12084,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,,,,
12085,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,,,,
12086,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,,,,
12087,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,,,,
12088,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,,,,
12089,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,,,,
12090,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,,,,
12091,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,,,,
12092,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,,,,
12093,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,,,,
12094,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,,,,
12095,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,,,,
12096,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,,,,
12097,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,,,,
12098,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,,,,
12099,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,,,,
12100,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,,,,
12101,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,,,,
12102,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,,,,
12103,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,,,,
12104,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,,,,
12105,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,,,,
12106,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,,,,
12107,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,,,,
12108,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,,,,
12109,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,,,,
12110,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,,,,
12111,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,,,,
12112,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,,,,
12113,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,,,,
12114,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,,,,
12115,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,,,,
12116,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,,,,
12117,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,,,,
12118,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,,,,
12119,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,,,,
12120,India,14,Manipur,260,Ukhrul,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,,,,
12121,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,,,,
12122,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,,,,
12123,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,,,,
12124,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,,,,
12125,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,,,,
12126,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,,,,
12127,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,,,,
12128,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,,,,
12129,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,,,,
12130,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,,,,
12131,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,,,,
12132,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,,,,
12133,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,,,,
12134,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,,,,
12135,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,,,,
12136,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,,,,
12137,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,,,,
12138,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,,,,
12139,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,,,,
12140,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,,,,
12141,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,,,,
12142,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,,,,
12143,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,,,,
12144,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,,,,
12145,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,,,,
12146,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,,,,
12147,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,,,,
12148,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,,,,
12149,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,,,,
12150,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,,,,
12151,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,,,,
12152,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,,,,
12153,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,,,,
12154,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,,,,
12155,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,,,,
12156,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,,,,
12157,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,,,,
12158,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,,,,
12159,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,,,,
12160,India,14,Manipur,711,Kakching,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,,,,
12161,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12162,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12163,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12164,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12165,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12166,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12167,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12168,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12169,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12170,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12171,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,29.5936744378341778338,0.00000000000000000,29.5936744378342,0.00000000000000000
12172,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,0.688655555529986016,0.00000000000000000,0.688655555529986,0.00000000000000000
12173,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,50.6126990622742073658,0.00000000000000000,50.6126990622742,0.00000000000000000
12174,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,18.1205908999003810470,0.00000000000000000,18.1205908999004,0.00000000000000000
12175,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12176,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,6.2936832427116440244,0.00000000000000000,6.29368324271164,0.00000000000000000
12177,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,4.4142274557443905224,0.00000000000000000,4.41422745574439,0.00000000000000000
12178,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,4.72936935520358888496,0.02173910692159142364,4.75110846212518,0.00000000000000000
12179,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,2.4633099910901960112,0.00000000000000000,2.4633099910902,0.00000000000000000
12180,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,10.8729010919684270298,0.00000000000000000,10.8729010919684,0.00000000000000000
12181,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12182,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12183,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12184,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12185,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12186,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12187,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12188,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12189,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12190,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12191,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,2.6403245292229533294,0.00000000000000000,2.64032452922295,0.00000000000000000
12192,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12193,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,4.8664992590785678464,0.00000000000000000,4.86649925907857,0.00000000000000000
12194,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,2.6253626674510220856,0.00000000000000000,2.62536266745102,0.00000000000000000
12195,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0.00000000000000000,0.00000000000000000,0,0.00000000000000000
12196,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,1.1145562235035904628,0.00000000000000000,1.11455622350359,0.00000000000000000
12197,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0.4074545370219083928,0.00000000000000000,0.407454537021908,0.00000000000000000
12198,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0.4062247949584619892,0.00000000000000000,0.406224794958462,0.00000000000000000
12199,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0.2661708377326215792,0.00000000000000000,0.266170837732622,0.00000000000000000
12200,India,14,Manipur,712,Kangpokpi,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,0.8049344995291959564,0.00000000000000000,0.804934499529196,0.00000000000000000
12201,India,14,Manipur,713,Jiribam,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0.000000000000000,0.000000000000000,0,0.000000000000000
