ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Social group type,Land area size,Category of holdings,Net area sown,Area under current fallows,Net area cultivated,Uncultivated area 
11857,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,,,,
11858,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,,,,
11859,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,,,,
11860,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,,,,
11861,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,,,,
11862,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,,,,
11863,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,,,,
11864,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,,,,
11865,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,,,,
11866,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,,,,
11867,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,,,,
11868,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,,,,
11869,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,,,,
11870,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,,,,
11871,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,,,,
11872,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,,,,
11873,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,,,,
11874,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,,,,
11875,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,,,,
11876,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,,,,
11877,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,,,,
11878,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,,,,
11879,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,,,,
11880,India,14,Manipur,254,Churachandpur,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,,,,
11881,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0.000000000000000,0.000000000000000,0,0.000000000000000
11882,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0.000000000000000,0.000000000000000,0,0.000000000000000
11883,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,0.000000000000000,0.000000000000000,0,0.000000000000000
11884,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,0.000000000000000,0.000000000000000,0,0.000000000000000
11885,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0.000000000000000,0.000000000000000,0,0.000000000000000
11886,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0.000000000000000,0.000000000000000,0,0.000000000000000
11887,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0.000000000000000,0.000000000000000,0,0.000000000000000
11888,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0.000000000000000,0.000000000000000,0,0.000000000000000
11889,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0.000000000000000,0.000000000000000,0,0.000000000000000
11890,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,0.000000000000000,0.000000000000000,0,0.000000000000000
11891,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,3646.35967895740509782,0.000000000000000,3646.35967895741,0.000000000000000
11892,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,84.8521144493041824,0.000000000000000,84.8521144493042,0.000000000000000
11893,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,6236.20110073051271262,0.000000000000000,6236.20110073051,0.000000000000000
11894,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,2232.71335078980107330,0.000000000000000,2232.7133507898,0.000000000000000
11895,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0.000000000000000,0.000000000000000,0,0.000000000000000
11896,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,775.47088167646824316,0.000000000000000,775.470881676468,0.000000000000000
11897,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,543.89531932524224536,0.000000000000000,543.895319325242,0.000000000000000
11898,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,582.725263127995254544,2.678565755731010996,585.403828883726,0.000000000000000
11899,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,303.51466652620154768,0.000000000000000,303.514666526202,0.000000000000000
11900,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,1339.69535342185628222,0.000000000000000,1339.69535342186,0.000000000000000
11901,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0.000000000000000,0.000000000000000,0,0.000000000000000
11902,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0.000000000000000,0.000000000000000,0,0.000000000000000
11903,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,0.000000000000000,0.000000000000000,0,0.000000000000000
11904,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,0.000000000000000,0.000000000000000,0,0.000000000000000
11905,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0.000000000000000,0.000000000000000,0,0.000000000000000
11906,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0.000000000000000,0.000000000000000,0,0.000000000000000
11907,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0.000000000000000,0.000000000000000,0,0.000000000000000
11908,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0.000000000000000,0.000000000000000,0,0.000000000000000
11909,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0.000000000000000,0.000000000000000,0,0.000000000000000
11910,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,0.000000000000000,0.000000000000000,0,0.000000000000000
11911,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,325.32536380181138266,0.000000000000000,325.325363801811,0.000000000000000
11912,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0.000000000000000,0.000000000000000,0,0.000000000000000
11913,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,599.62160877508288896,0.000000000000000,599.621608775083,0.000000000000000
11964,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,,,,
11914,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,323.48185060097828584,0.000000000000000,323.481850600978,0.000000000000000
11915,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0.000000000000000,0.000000000000000,0,0.000000000000000
11916,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,137.32910665932028092,0.000000000000000,137.32910665932,0.000000000000000
11917,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,50.20416771583830792,0.000000000000000,50.2041677158383,0.000000000000000
11918,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,50.05264608289312188,0.000000000000000,50.0526460828931,0.000000000000000
11919,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,32.79601566413582288,0.000000000000000,32.7960156641358,0.000000000000000
11920,India,14,Manipur,255,Imphal East,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,99.17932663112121796,0.000000000000000,99.1793266311212,0.000000000000000
11921,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,0,0
11922,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0
11923,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,0,0,0,0
11924,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,0,0,0,0
11925,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0
11926,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0
11927,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0
11928,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0
11929,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0
11930,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,0,0,0,0
11931,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,4663.9,0,4663.9,0
11932,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,143.9,0,143.9,0
11933,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,6411.8,0,6411.8,0
11934,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,3259.48,0,3259.48,0
11935,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,0,0
11936,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,1833.3,0,1833.3,0
11937,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,388.4,0,388.4,0
11938,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,607.39,0,607.39,0
11939,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,38.8,0,38.8,0
11940,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,1140.52,0,1140.52,0
11941,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,368.65,0,368.65,0
11942,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0
11943,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,171.7,0,171.7,0
11944,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,1030.2,0,1030.2,0
11945,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0
11946,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,338.35,0,338.35,0
11947,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,474.7,0,474.7,0
11948,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0,0,0,0
11949,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0
11950,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,35.35,0,35.35,0
11951,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,33.41,0,33.41,0
11952,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0
11953,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,61.79,0,61.79,0
11954,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,0,0
11955,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0
11956,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0
11957,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0
11958,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0
11959,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0
11960,India,14,Manipur,256,Imphal West,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,19.04,0,19.04,0
11961,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,,,,
11962,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,,,,
11963,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,,,,
11965,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,,,,
11966,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,,,,
11967,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,,,,
11968,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,,,,
11969,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,,,,
11970,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,,,,
11971,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,,,,
11972,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,,,,
11973,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,,,,
11974,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,,,,
11975,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,,,,
11976,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,,,,
11977,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,,,,
11978,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,,,,
11979,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,,,,
11980,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,,,,
11981,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,,,,
11982,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,,,,
11983,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,,,,
11984,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,,,,
11985,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,,,,
11986,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,,,,
11987,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,,,,
11988,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,,,,
11989,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,,,,
11990,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,,,,
11991,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,,,,
11992,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,,,,
11993,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,,,,
11994,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,,,,
11995,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,,,,
11996,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,,,,
11997,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,,,,
11998,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,,,,
11999,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,,,,
12000,India,14,Manipur,257,Senapati,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,,,,
12001,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,,,,
12002,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,,,,
12003,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,,,,
12004,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,,,,
12005,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,,,,
12006,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,,,,
12007,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,,,,
12008,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,,,,
12009,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,,,,
12010,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,,,,
12011,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,,,,
12012,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,,,,
12013,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,,,,
12014,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,,,,
12015,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,,,,
12016,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,,,,
12017,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,,,,
12018,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,,,,
12019,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,,,,
12020,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,,,,
12021,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,,,,
12022,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,,,,
12023,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,,,,
12024,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,,,,
12025,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,,,,
12026,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,,,,
12027,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,,,,
12028,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,,,,
12029,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,,,,
12030,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,,,,
12031,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,,,,
12032,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,,,,
12033,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,,,,
12034,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,,,,
12035,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,,,,
12036,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,,,,
12037,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,,,,
12038,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,,,,
12039,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,,,,
12040,India,14,Manipur,258,Tamenglong,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,,,,
12041,India,14,Manipur,259,Thoubal,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,,,,
